정답여부, 문제 번호, 문제이름
true,13710,XOR 합 3
true,13711,LCS 4
true,13713,문자열과 쿼리
true,13716,피보나치 수열처럼 보이지만...
true,13717,포켓몬 GO
true,13718,Tavan
true,13719,Nizin
true,13720,Prosječni
true,13722,Burza
true,13723,팩토리얼 분수 방정식
true,13724,3D 쿼리
true,13725,RNG
true,13727,5차원 구사과 초콜릿
true,13728,행렬식과 GCD
true,13729,1013 피보나치
true,13734,Buggy Robot
true,13740,Windy Path
true,13741,Alphabet
true,13743,Enclosure
true,13744,Illumination
true,13747,Paint
true,13750,Zigzag
true,13752,히스토그램
true,13754,Mismatched Socks
true,13756,완벽한 구사과의 집합
true,13757,빼빼로 데이
true,13758,RNG 2
true,13759,&
true,13761,Banking II
true,13762,Calculating Taxes
true,13767,Hiking
true,13769,Jumping Impala
true,13770,Krypton Stadiums
true,13771,Presents
true,13773,Olympic Games
true,13774,Palindromes
true,13775,Virus
true,13793,Number Sorting
true,13808,For the Peace
true,13814,Eleven Lover
true,13854,트리와 소수
true,13855,Three Squares
true,13856,Favorite music
true,13857,Castle
true,13862,Pub crawl
true,13866,팀 나누기
true,13875,Just in Time
true,13877,이건 무슨 진법이지?
true,13878,FBI Universal Control Numbers
true,13884,삭삽 정렬
true,13887,수열과 쿼리 12
true,13889,Average
true,13890,Big Bang
true,13892,ACM Tax
true,13896,Sky Tax
true,13897,Printing Press
true,13899,Coordinates
true,13900,순서쌍의 곱의 합
true,13902,개업 2
true,13909,창문 닫기
true,13910,개업
true,13911,집 구하기
true,13913,숨바꼭질 4
true,13925,수열과 쿼리 13
true,13926,"gcd(n, k) = 1"
true,13927,수열과 쿼리 14
true,13928,Arranging Hat
true,13929,British Menu
true,13930,Careful Ascent
true,13932,Exam Redistribution
true,13933,Free Weights
true,13935,Hamiltonian Hypercube
true,13936,Iron and Coal
true,13937,Jupiter Orbiter
true,13938,Kiwi Trees
true,13939,Imena
true,13940,Pohlepko
true,13941,Kronican
true,13943,Zoltan
true,13944,Meksikanac
true,13945,Appearance Analysis
true,13946,Bipartite Blanket
true,13947,Convex Contour
true,13949,쉬운 문제
true,13950,Free Figurines
true,13952,Hangar Hurdles
true,13954,Jazz Journey
true,13955,Key Knocking
true,13956,Lost Logic
true,13959,Candle Box
true,13962,Performance Review
true,13967,Balls and Needles
true,13968,Conference
true,13971,LEFKARITIKA
true,13972,Cruise
true,13973,Acrobat
true,13974,파일 합치기 2
true,13975,파일 합치기 3
true,13976,타일 채우기 2
true,13977,이항 계수와 쿼리
true,13978,Cameras
true,13980,Maximum Islands
true,13981,Postman
true,13982,Shopping
true,13983,Tournament Wins
true,13985,Equality
true,13986,Gravity
true,13988,비무장 지대
true,13989,Abbreviation
true,13990,Binary Code
true,13991,Cactus Construction
true,13992,Delight for a Cat
true,13993,Expect to Wait
true,13994,Foreign Postcards
true,13995,Game on Graph
true,13996,Hard Refactoring
true,13998,Jenga Boom
true,14000,List of Primes
true,14001,Mole Tunnels
true,14002,가장 긴 증가하는 부분 수열 4
true,14003,가장 긴 증가하는 부분 수열 5
true,14004,ICPC
true,14005,Small Ping Pong Tournament
true,14006,Large Ping Pong Tournament
true,14007,Small Weird Measurements
true,14008,Medium Weird Measurements
true,14009,Large Weird Measurements
true,14011,Small PhD Restaurant
true,14012,Large PhD Restaurant
true,14060,Paths in Multigraph
true,14061,Tower
true,14062,Cheap Traveling
true,14065,Gorivo
true,14073,Bitovni
true,14074,Kratki
true,14075,Luhn
true,14076,선인장 선물
true,14077,Parada
true,14078,Piramida
true,14081,Slika
true,14082,Tablica
true,14087,Lijepi Putevi
true,14089,Prosjek
true,14096,Pečat
true,14097,Sort
true,14098,Tunel
true,14100,XOR
true,14104,HNL
true,14113,Lubenice
true,14136,Višekratnici
true,14139,Izviðači
true,14140,Lunapark
true,14141,Majstor
true,14143,Škola
true,14161,Spoj
true,14164,삼각형 영역
true,14165,Team Building
true,14166,Robotic Cow Herd
true,14167,Moocast
true,14168,Cow Checklist
true,14169,Lasers and Mirrors
true,14170,Counting Haybales
true,14171,Cities and States
true,14172,Moocast
true,14173,Square Pasture
true,14175,The Cow-Signal
true,14176,트리와 소수
true,14177,티떱랜드
true,14179,크리스마스 이브
true,14180,배열의 특징
true,14181,함수와 쿼리
true,14184,IOI 2017 Logo
true,14197,Son of Durin
true,14202,Minions and the rooms
true,14204,표 정렬
true,14211,Kas
true,14213,Rima
true,14214,Osmosmjerka
true,14215,세 막대
true,14216,할 일 정하기
true,14217,그래프 탐색
true,14218,그래프 탐색 2
true,14219,막대과자 포장
true,14226,이모티콘
true,14239,게임
true,14240,부분 수열의 점수
true,14241,슬라임 합치기
true,14245,XOR
true,14246,K보다 큰 구간
true,14247,나무 자르기
true,14252,공약수열
true,14257,XOR 방정식
true,14258,XOR 그룹
true,14264,정육각형과 삼각형
true,14265,영선 수열
true,14266,나는 가르친다 스위핑을
true,14267,내리 칭찬
true,14268,내리 칭찬 2
true,14270,종전 협상
true,14276,도로 건설
true,14283,간선 이어가기
true,14284,간선 이어가기 2
true,14285,간선 끊어가기
true,14286,간선 끊어가기 2
true,14287,내리 칭찬 3
true,14288,내리 칭찬 4
true,14289,본대 산책 3
true,14290,Diwali lightings (Small)
true,14291,Diwali lightings (Large)
true,14292,Beautiful Numbers (Small)
true,14293,Beautiful Numbers (Large)
true,14302,Codejamon Cipher (Small)
true,14303,Codejamon Cipher (Large)
true,14304,Stretch Rope (Small)
true,14305,Stretch Rope (Large)
true,14314,Sherlock and Parentheses (Small)
true,14315,Sherlock and Parentheses (Large)
true,14322,Country Leader (Small)
true,14323,Country Leader (Large)
true,14324,Rain (Small)
true,14325,Rain (Large)
true,14330,Lazy Spelling Bee (Small)
true,14331,Lazy Spelling Bee (Large)
true,14332,Robot Rock Band (Small)
true,14333,Robot Rock Band (Large)
true,14334,Not So Random (Small)
true,14335,Not So Random (Large)
true,14336,Sums of Sums (Small)
true,14337,Sums of Sums (Large)
true,14338,Integeregex (Small)
true,14339,Integeregex (Large)
true,14348,Teaching Assistant (Small)
true,14349,Teaching Assistant (Large)
true,14350,Forest University (Small)
true,14351,Rebel Against The Empire (Small)
true,14355,Rather Perplexing Showdown (Small)
true,14356,Rather Perplexing Showdown (Large)
true,14357,Red Tape Committee (Small)
true,14358,Red Tape Committee (Large)
true,14359,The Gardener of Seville (Small)
true,14361,Freeform Factory (Small)
true,14362,Freeform Factory (Large)
true,14369,전화번호 수수께끼 (Small)
true,14370,전화번호 수수께끼 (Large)
true,14371,Close Match (Small)
true,14372,Close Match (Large)
true,14373,Technobabble (Small)
true,14374,Technobabble (Large)
true,14375,The Last Word (Small)
true,14376,The Last Word (Large)
true,14377,Rank and File (Small)
true,14378,Rank and File (Large)
true,14379,BFFs (Small)
true,14380,BFFs (Large)
true,14381,숫자세는 양 (Small)
true,14382,숫자세는 양 (Large)
true,14383,Revenge of the Pancakes (Small)
true,14384,Revenge of the Pancakes (Large)
true,14396,수열 순열
true,14398,피타고라스 수
true,14400,편의점 2
true,14401,악덕 나라
true,14403,스프링클러
true,14405,피카츄
true,14406,좌중을 사로잡는 건배사
true,14408,막대로 보는 점괘
true,14409,Tuna
true,14410,Pareto
true,14411,합집합
true,14412,Ronald
true,14413,Poklon
true,14414,Strelice
true,14416,Klavir
true,14417,팰린드롬과 쿼리 2
true,14418,Three Square
true,14419,Foehn Phenomena
true,14420,Semiexpress
true,14421,The Kingdom of JOIOI
true,14422,Soccer
true,14423,Rope
true,14424,두부장수 장홍준 3
true,14425,문자열 집합
true,14426,접두사 찾기
true,14427,수열과 쿼리 15
true,14428,수열과 쿼리 16
true,14430,자원 캐기
true,14431,소수마을
true,14433,한조 대기 중
true,14434,놀이기구1
true,14435,놀이기구2
true,14437,준오는 심술쟁이!!
true,14438,수열과 쿼리 17
true,14442,벽 부수고 이동하기 2
true,14443,채점 소수 번호
true,14444,가장 긴 팰린드롬 부분 문자열
true,14445,케이크(?) 자르기
true,14446,Promotion Counting
true,14447,Building a Tall Barn
true,14448,Subsequence Reversal
true,14450,"Hoof, Paper, Scissors (Gold)"
true,14452,Cow Dance Show
true,14453,"Hoof, Paper, Scissors (Silver)"
true,14454,Secret Cow Code
true,14458,소가 길을 건너간 이유 10
true,14459,소가 길을 건너간 이유 11
true,14460,소가 길을 건너간 이유 12
true,14461,소가 길을 건너간 이유 7
true,14462,소가 길을 건너간 이유 8
true,14463,소가 길을 건너간 이유 9
true,14464,소가 길을 건너간 이유 4
true,14465,소가 길을 건너간 이유 5
true,14466,소가 길을 건너간 이유 6
true,14467,소가 길을 건너간 이유 1
true,14468,소가 길을 건너간 이유 2
true,14469,소가 길을 건너간 이유 3
true,14470,전자레인지
true,14471,포인트 카드
true,14472,休憩スペース
true,14473,ぬいぐるみの整理
true,14474,尾根
true,14476,최대공약수 하나 빼기
true,14477,Assembly Required
true,14478,Bulbs
true,14483,Ground Defense
true,14484,Hunter’s Apprentice
true,14485,Ingenious Lottery Tickets
true,14486,Jurisdiction Disenchantment
true,14487,욱제는 효도쟁이야!!
true,14488,준오는 급식충이야!!
true,14489,치킨 두 마리 (...)
true,14490,백대열
true,14491,9진수
true,14492,부울행렬의 부울곱
true,14493,과일노리
true,14494,다이나믹이 뭐예요?
true,14495,피보나치 비스무리한 수열
true,14496,"그대, 그머가 되어"
true,14497,주난의 난(難)
true,14498,학급비 낭비하기
true,14500,테트로미노
true,14501,퇴사
true,14502,연구소
true,14503,로봇 청소기
true,14504,수열과 쿼리 18
true,14505,팰린드롬 개수 구하기 (Small)
true,14506,Pieces of Parentheses
true,14507,Stars in a Can
true,14508,Stretching Streamers
true,14509,Heaps from Trees
true,14510,Blazing New Trails
true,14511,Incremental Double Free Strings
true,14512,Apple Market
true,14513,Maximum Color Clique
true,14515,Yin and Yang Stones
true,14516,Unbalanced Parentheses
true,14517,팰린드롬 개수 구하기 (Large)
true,14518,Ili
true,14519,Raspad
true,14520,Trapezi
true,14521,Zagrade
true,14522,Modern Art (Platinum)
true,14523,Switch Grass
true,14524,COWBASIC
true,14530,The Lost Cow
true,14539,Grid Pattern
true,14540,Railway Station
true,14541,Speed Limit
true,14542,Outer Triangle Sum
true,14545,Square
true,14551,Card Game Contest
true,14552,Mahjong
true,14553,The Way
true,14554,The Other Way
true,14555,Just as Tic Tac Toe
true,14556,Balance
true,14557,Memory
true,14558,Too Many Traps
true,14559,Protocol
true,14560,Communism
true,14561,회문
true,14563,완전수
true,14564,두부 게임 (Tofu Game)
true,14565,역원(Inverse) 구하기
true,14568,2017 연세대학교 프로그래밍 경시대회
true,14569,시간표 짜기
true,14570,나무 위의 구슬
true,14571,모래시계
true,14572,스터디 그룹
true,14573,엄청난 수열
true,14574,헤븐스 키친
true,14575,뒤풀이
true,14577,일기예보
true,14578,영훈이의 색칠공부
true,14579,덧셈과 곱셈
true,14581,팬들에게 둘러싸인 홍준
true,14582,오늘도 졌다
true,14583,이음줄
true,14584,암호 해독
true,14585,사수빈탕
true,14586,도미노 (Small)
true,14587,도미노 (Large)
true,14588,Line Friends (Small)
true,14589,Line Friends (Large)
true,14590,KUBC League (Small)
true,14591,KUBC League (Large)
true,14592,2017 아주대학교 프로그래밍 경시대회 (Small)
true,14593,2017 아주대학교 프로그래밍 경시대회 (Large)
true,14594,동방 프로젝트 (Small)
true,14595,동방 프로젝트 (Large)
true,14602,소금과 후추 (Small)
true,14603,소금과 후추 (Large)
true,14606,피자 (Small)
true,14607,피자 (Large)
true,14608,구분구적법 (Small)
true,14609,구분구적법 (Large)
true,14614,Calculate!
true,14615,Defend the CTP!!!
true,14616,Explore space
true,14621,나만 안되는 연애
true,14623,감정이입
true,14624,전북대학교
true,14633,Airport Construction
true,14635,Mission Improbable
true,14636,Money for Nothing
true,14637,Need for Speed
true,14638,Posterize
true,14640,Scenery
true,14641,Secret Chamber at Mount Rushmore
true,14643,Tarot Sham Boast
true,14644,Visual Python++
true,14645,와이버스 부릉부릉
true,14646,욱제는 결정장애야!!
true,14647,준오는 조류혐오야!!
true,14648,쿼리 맛보기
true,14649,문홍안
true,14650,걷다보니 신천역 삼 (Small)
true,14651,걷다보니 신천역 삼 (Large)
true,14652,나는 행복합니다~
true,14653,너의 이름은
true,14654,스테판 쿼리
true,14655,욱제는 도박쟁이야!!
true,14656,조교는 새디스트야!!
true,14657,준오는 최종인재야!!
true,14658,하늘에서 별똥별이 빗발친다
true,14659,한조서열정리하고옴ㅋㅋ
true,14675,단절점과 단절선
true,14681,사분면 고르기
true,14682,Shifty Sum
true,14683,Exactly Electrical
true,14684,Favourite Times
true,14685,Nailed It!
true,14686,Sum Game
true,14687,"High Tide, Low Tide"
true,14688,Minimum Cost Flow
true,14690,Vera and Trail Building
true,14691,Cartesian Conquest
true,14693,Rainfall Storage
true,14694,Professional Network
true,14696,딱지놀이
true,14697,방 배정하기
true,14698,전생했더니 슬라임 연구자였던 건에 대하여 (Hard)
true,14699,관악산 등산
true,14700,넴모넴모 (Hard)
true,14701,셔틀버스
true,14702,데굴데굴
true,14703,전자기기
true,14704,타일 뒤집기 (Hard)
true,14706,구간 합 최대
true,14707,그림 그리기
true,14708,정육면체를 사랑하는 사람
true,14709,여우 사인
true,14710,고장난 시계
true,14711,타일 뒤집기 (Easy)
true,14712,넴모넴모 (Easy)
true,14716,현수막
true,14717,앉았다
true,14718,용감한 용사 진수
true,14719,빗물
true,14720,우유 축제
true,14721,성적표
true,14722,우유 도시
true,14723,이산수학 과제
true,14724,관리자는 누구?
true,14725,개미굴
true,14726,신용카드 판별
true,14727,퍼즐 자르기
true,14728,벼락치기
true,14729,칠무해
true,14730,謎紛芥索紀 (Small)
true,14731,謎紛芥索紀 (Large)
true,14732,행사장 대여 (Small)
true,14733,행사장 대여 (Large)
true,14734,Aztec Diamond
true,14735,"Break Oven, Run Cookie!"
true,14736,Coke Challenge
true,14737,"Dev, Please Add This!"
true,14739,Faster Sorting
true,14740,Highway Track
true,14741,Impossible Design
true,14742,Kimi No Ichi Wa.
true,14743,Labor
true,14744,God Game
true,14745,Jeong Lab
true,14746,Closest Pair
true,14747,Cycle Mean
true,14748,Flow Graph Complexity
true,14749,Grasshopper Route
true,14750,Jerry and Tom
true,14751,Leftmost Segment
true,14752,Map Labeling
true,14753,MultiMax
true,14754,Pizza Boxes
true,14755,Pseudoknot
true,14756,Telescope
true,14760,Reverse Nonogram
true,14761,FizzBuzz
true,14778,The Milk Queue
true,14782,"Bedtime Reading, I"
true,14786,Ax+Bsin(x)=C ②
true,14787,XOR Sum 2
true,14788,Oversized Pancake Flipper (Small)
true,14789,Oversized Pancake Flipper (Large)
true,14790,Tidy Numbers (Small)
true,14791,Tidy Numbers (Large)
true,14792,Bathroom Stalls (Small1)
true,14793,Bathroom Stalls (Small2)
true,14794,Bathroom Stalls (Large)
true,14797,Alphabet Cake (Small)
true,14798,Alphabet Cake (Large)
true,14799,Ratatouille (Small)
true,14800,Ratatouille (Large)
true,14801,Play the Dragon (Small)
true,14803,Steed 2: Cruise Control (Small)
true,14804,Steed 2: Cruise Control (Large)
true,14807,Pony Express (Small)
true,14808,Pony Express (Large)
true,14815,Fresh Chocolate (Small)
true,14816,Fresh Chocolate (Large)
true,14817,Roller Coaster Scheduling (Small)
true,14818,Roller Coaster Scheduling (Large)
true,14823,Googlements (Small)
true,14824,Googlements (Large)
true,14827,Mountain Tour (Small)
true,14828,Mountain Tour (Large)
true,14831,Dice Straight (Small)
true,14832,Dice Straight (Large)
true,14842,재홍의 사다리
true,14843,정보갓 영훈이
true,14845,컵과 구슬
true,14846,직사각형과 쿼리
true,14847,수열과 변환
true,14848,정수 게임
true,14849,동전 교환과 쿼리
true,14850,doju
true,14851,해밍 거리와 쿼리
true,14852,타일 채우기 3
true,14855,만두 가게 사장 박승원
true,14856,조금 똑똑한 뢰벗과 조금 잘생긴 사냐
true,14859,세 쌍 서로소
true,14860,GCD 곱
true,14862,최대공약수 기댓값
